ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
WP_017686149.1,NC_020125.1,RagB/SusD family nutrient uptake outer membrane protein,1682073,1683449,-,SusD-like_3,PF14322.9,3.1e-16,3.1e-20,6.2e-16,50,167,55,185,33,202,0.71
WP_225908288.1,NC_020125.1,TonB-dependent receptor plug domain-containing protein,1685752,1686258,-,Plug,PF07715.18,5.2e-11,4.7e-15,9.3e-11,51,108,1,57,1,57,0.96
WP_004919269.1,NC_020125.1,transposase,1687005,1687382,-,DDE_Tnp_1_2,PF13586.9,2.7e-11,1.9e-15,3.7e-11,3,90,35,122,33,122,0.96
WP_004919270.1,NC_020125.1,catalase,1687992,1689521,+,Catalase,PF00199.22,1.6e-170,2e-174,2e-170,1,382,24,404,24,405,0.98
WP_004919270.1,NC_020125.1,catalase,1687992,1689521,+,Catalase-rel,PF06628.15,3.6e-18,8.5e-22,8.4e-18,2,65,429,492,428,492,0.96
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_2,PF12796.10,4.2e-25,2.5e-14,9.6e-11,4,81,32,119,29,121,0.83
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_2,PF12796.10,4.2e-25,5.7e-18,2.2e-14,1,72,95,176,95,179,0.92
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_4,PF13637.9,7.6e-23,1.3e-06,0.005,6,55,30,78,25,78,0.95
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_4,PF13637.9,7.6e-23,1.5e-09,6.1e-06,3,55,60,111,59,111,0.93
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_4,PF13637.9,7.6e-23,1.2e-07,0.00048,11,55,101,144,98,144,0.92
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_4,PF13637.9,7.6e-23,3.7e-12,1.5e-08,4,54,127,176,124,176,0.93
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_5,PF13857.9,9.8e-16,8.2e-10,3.2e-06,5,53,48,95,44,98,0.88
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_5,PF13857.9,9.8e-16,3.1e-10,1.2e-06,8,56,116,164,110,164,0.89
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank,PF00023.33,1.5e-14,1.2e-06,0.0049,4,33,60,89,58,89,0.90
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank,PF00023.33,1.5e-14,2.7e-05,0.11,2,32,91,121,90,122,0.82
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank,PF00023.33,1.5e-14,9e-05,0.36,5,27,127,149,125,155,0.82
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank,PF00023.33,1.5e-14,0.0024,9.3,2,21,157,176,156,178,0.87
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_3,PF13606.9,9.7e-12,0.037,1.5e+02,9,29,32,51,29,53,0.75
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_3,PF13606.9,9.7e-12,0.0015,6,4,28,60,83,57,86,0.83
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_3,PF13606.9,9.7e-12,0.013,53,2,30,91,118,90,119,0.89
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_3,PF13606.9,9.7e-12,1.3e-05,0.049,2,29,124,150,123,152,0.90
WP_004919274.1,NC_020125.1,ankyrin repeat domain-containing protein,1689611,1690150,+,Ank_3,PF13606.9,9.7e-12,0.0035,14,1,21,156,176,156,177,0.90
WP_004919276.1,NC_020125.1,metallophosphoesterase,1691022,1692227,+,Metallophos,PF00149.31,6.7e-13,5.3e-17,1e-12,2,204,161,341,160,342,0.69
WP_013446668.1,NC_020125.1,monofunctional biosynthetic peptidoglycan transglycosylase,1692416,1693060,+,Transgly,PF00912.25,2e-54,1.2e-58,2.4e-54,10,177,42,208,33,209,0.96
WP_015345527.1,NC_020125.1,hypothetical protein,1693066,1695096,+,SpecificRecomb,PF10136.12,2e-170,1.2e-174,2.4e-170,23,641,38,654,17,654,0.97
WP_004919285.1,NC_020125.1,bestrophin family ion channel,1695401,1696309,-,Bestrophin,PF01062.24,1e-29,6.6e-34,1.3e-29,24,287,14,290,12,292,0.79
WP_229578538.1,NC_020125.1,site-specific recombinase,1696577,1696810,+,SpecificRecomb,PF10136.12,3.2e-11,1.8e-15,3.6e-11,506,561,18,74,12,76,0.87
WP_041405304.1,NC_020125.1,hypothetical protein,1696851,1697201,+,SpecificRecomb,PF10136.12,4.4e-14,2.6e-18,5.2e-14,581,641,2,62,1,62,0.98
WP_004918508.1,NC_020125.1,IS982-like element ISRa1 family transposase,1698858,1699736,+,DDE_Tnp_1,PF01609.24,7.7e-28,1.4e-31,1.4e-27,3,212,98,269,96,271,0.92
WP_004918508.1,NC_020125.1,IS982-like element ISRa1 family transposase,1698858,1699736,+,DDE_Tnp_1_3,PF13612.9,9.4e-20,2e-23,1.9e-19,4,148,98,248,95,254,0.86
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,2.3e-06,0.012,12,30,27,45,20,55,0.79
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,1.2e-14,5.7e-11,2,38,57,93,56,93,0.94
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,6.4e-05,0.31,15,37,115,138,102,138,0.88
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,7.1e-13,3.5e-09,2,37,210,244,209,245,0.95
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,3.3,1.6e+04,11,29,273,282,270,285,0.56
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,0.00062,3,8,26,316,333,312,341,0.84
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,2.3e-11,1.1e-07,2,37,349,383,348,384,0.96
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,0.0053,26,12,30,415,433,404,438,0.80
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,0.00047,2.3,16,24,465,473,465,477,0.94
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,0.00014,0.7,4,30,501,527,498,529,0.89
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,1.4e-05,0.068,2,38,611,646,610,646,0.88
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,PD40,PF07676.15,1.3e-55,0.44,2.2e+03,17,23,670,676,669,682,0.90
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,Tricorn_C1,PF14684.9,2.5e-25,1.7e-28,8.4e-25,2,69,709,776,708,777,0.97
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,Peptidase_S41,PF03572.21,9e-20,4.8e-23,2.3e-19,2,166,899,1053,898,1053,0.86
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,DPPIV_N,PF00930.24,2.7e-16,4.3e-05,0.21,48,81,29,62,22,68,0.91
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,DPPIV_N,PF00930.24,2.7e-16,5.3e-08,0.00026,243,350,71,182,65,187,0.81
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,DPPIV_N,PF00930.24,2.7e-16,0.0019,9.3,14,62,188,236,180,284,0.83
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,DPPIV_N,PF00930.24,2.7e-16,0.12,6e+02,43,71,261,290,225,333,0.62
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,DPPIV_N,PF00930.24,2.7e-16,0.00034,1.7,28,83,302,358,293,392,0.78
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,DPPIV_N,PF00930.24,2.7e-16,5.4e-07,0.0026,36,124,405,481,364,494,0.76
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,DPPIV_N,PF00930.24,2.7e-16,0.00032,1.5,161,256,436,526,433,541,0.67
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,DPPIV_N,PF00930.24,2.7e-16,0.03,1.5e+02,33,79,608,658,588,672,0.76
WP_004918061.1,NC_020125.1,S41 family peptidase,1699937,1703176,-,DPPIV_N,PF00930.24,2.7e-16,0.51,2.5e+03,255,282,987,1018,982,1025,0.82
WP_004918059.1,NC_020125.1,glycoside hydrolase family 97 protein,1703348,1705495,-,Glyco_hydro_97,PF10566.12,1.7e-109,3.6e-113,2.4e-109,1,279,307,608,307,609,0.97
WP_004918059.1,NC_020125.1,glycoside hydrolase family 97 protein,1703348,1705495,-,GH97_N,PF14508.9,1.8e-69,4.3e-73,2.8e-69,1,233,23,302,23,302,0.92
WP_004918059.1,NC_020125.1,glycoside hydrolase family 97 protein,1703348,1705495,-,GH97_C,PF14509.9,5.1e-33,1.8,1.2e+04,43,65,246,270,237,281,0.71
WP_004918059.1,NC_020125.1,glycoside hydrolase family 97 protein,1703348,1705495,-,GH97_C,PF14509.9,5.1e-33,3,1.9e+04,37,64,391,418,384,433,0.67
WP_004918059.1,NC_020125.1,glycoside hydrolase family 97 protein,1703348,1705495,-,GH97_C,PF14509.9,5.1e-33,3.4e-36,2.2e-32,1,97,611,712,611,712,0.97
WP_004918056.1,NC_020125.1,RagB/SusD family nutrient uptake outer membrane protein,1705577,1707169,-,SusD_RagB,PF07980.14,7.2e-34,2.4e-05,0.47,1,79,291,353,291,373,0.75
WP_004918056.1,NC_020125.1,RagB/SusD family nutrient uptake outer membrane protein,1705577,1707169,-,SusD_RagB,PF07980.14,7.2e-34,1.2e-34,2.3e-30,114,299,358,530,351,530,0.80
WP_004918055.1,NC_020125.1,SusC/RagA family TonB-linked outer membrane protein,1707202,1709925,-,TonB_dep_Rec,PF00593.27,8.7e-31,0.62,6.1e+03,21,154,226,314,134,331,0.44
WP_004918055.1,NC_020125.1,SusC/RagA family TonB-linked outer membrane protein,1707202,1709925,-,TonB_dep_Rec,PF00593.27,8.7e-31,8.9e-35,8.7e-31,15,469,322,905,310,906,0.62
WP_004918055.1,NC_020125.1,SusC/RagA family TonB-linked outer membrane protein,1707202,1709925,-,Plug,PF07715.18,9.9e-20,3.1e-23,3e-19,2,108,46,161,45,161,0.95
WP_004918054.1,NC_020125.1,4-hydroxy-tetrahydrodipicolinate synthase,1710197,1711084,+,DHDPS,PF00701.25,8.3e-74,4.8e-78,9.4e-74,2,286,4,287,3,290,0.97
WP_004918051.1,NC_020125.1,CorA family divalent cation transporter,1711158,1712066,+,CorA,PF01544.21,4.4e-55,2.7e-59,5.3e-55,5,292,13,299,9,299,0.93
WP_004918048.1,NC_020125.1,metal-dependent transcriptional regulator,1712111,1712764,+,Fe_dep_repr_C,PF02742.18,1.9e-27,3e-31,5.9e-27,1,70,63,132,63,132,0.99
WP_004918048.1,NC_020125.1,metal-dependent transcriptional regulator,1712111,1712764,+,Fe_dep_repr_C,PF02742.18,1.9e-27,0.48,9.3e+03,52,66,138,152,137,154,0.77
WP_004918045.1,NC_020125.1,NAD-dependent deacylase,1712761,1713447,-,SIR2,PF02146.20,3.4e-44,2.2e-48,4.2e-44,1,179,10,177,10,177,0.93
WP_004918041.1,NC_020125.1,cysteine hydrolase family protein,1714874,1715440,-,Isochorismatase,PF00857.23,9.9e-30,5.9e-34,1.2e-29,2,174,9,182,8,183,0.95
WP_004918037.1,NC_020125.1,magnesium transporter,1716043,1717392,-,MgtE,PF01769.19,4.7e-25,1.2e-28,7.9e-25,1,120,319,442,319,442,0.96
WP_004918037.1,NC_020125.1,magnesium transporter,1716043,1717392,-,MgtE_N,PF03448.20,2.6e-23,2.3e-07,0.0015,41,86,10,55,7,56,0.91
WP_004918037.1,NC_020125.1,magnesium transporter,1716043,1717392,-,MgtE_N,PF03448.20,2.6e-23,2.7e-25,1.8e-21,1,102,30,133,30,133,0.97
WP_004918037.1,NC_020125.1,magnesium transporter,1716043,1717392,-,MgtE_N,PF03448.20,2.6e-23,1.3,8.5e+03,83,97,209,223,200,230,0.62
WP_004918037.1,NC_020125.1,magnesium transporter,1716043,1717392,-,MgtE_N,PF03448.20,2.6e-23,2.1,1.4e+04,59,72,242,255,238,261,0.74
WP_004918037.1,NC_020125.1,magnesium transporter,1716043,1717392,-,CBS,PF00571.31,1.7e-16,9.7e-11,6.4e-07,2,52,136,191,135,193,0.88
WP_004918037.1,NC_020125.1,magnesium transporter,1716043,1717392,-,CBS,PF00571.31,1.7e-16,1.4e-10,9.4e-07,1,55,199,253,199,255,0.92
WP_004918035.1,NC_020125.1,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,1717412,1718200,-,RrnaAD,PF00398.23,5.5e-47,3.2e-51,6.3e-47,3,234,4,228,2,252,0.90
WP_004918033.1,NC_020125.1,permease-like cell division protein FtsX,1718301,1719200,+,FtsX,PF02687.24,9.6e-17,0.0014,14,40,69,10,39,8,63,0.72
WP_004918033.1,NC_020125.1,permease-like cell division protein FtsX,1718301,1719200,+,FtsX,PF02687.24,9.6e-17,2.5e-19,2.4e-15,2,120,176,292,175,293,0.91
WP_004918033.1,NC_020125.1,permease-like cell division protein FtsX,1718301,1719200,+,FtsX_ECD,PF18075.4,9.9e-13,1.5e-16,1.5e-12,3,96,54,153,52,153,0.86
WP_004918031.1,NC_020125.1,DUF3098 domain-containing protein,1719204,1719464,+,DUF3098,PF11297.11,8.8e-32,5.6e-36,1.1e-31,1,66,13,85,13,86,0.98
WP_004918028.1,NC_020125.1,undecaprenyl-diphosphate phosphatase,1719540,1720352,+,BacA,PF02673.21,3.1e-75,1.9e-79,3.7e-75,1,255,6,260,6,261,0.91
WP_004918025.1,NC_020125.1,RsmE family RNA methyltransferase,1720392,1721087,-,Methyltrans_RNA,PF04452.17,9.8e-38,7.3e-42,1.4e-37,6,163,73,224,69,226,0.93
WP_004918024.1,NC_020125.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,1721099,1722124,-,TsaD,PF00814.28,3.7e-95,2.1e-99,4.2e-95,1,270,25,313,25,314,0.96
WP_004918020.1,NC_020125.1,winged helix-turn-helix transcriptional regulator,1726978,1727448,+,HTH_24,PF13412.9,2.3e-14,7.1e-18,4.6e-14,1,47,5,51,5,51,0.99
WP_004918020.1,NC_020125.1,winged helix-turn-helix transcriptional regulator,1726978,1727448,+,HTH_AsnC-type,PF13404.9,4.1e-14,9.5e-18,6.2e-14,1,42,5,46,5,46,0.99
WP_004918020.1,NC_020125.1,winged helix-turn-helix transcriptional regulator,1726978,1727448,+,AsnC_trans_reg,PF01037.24,2.7e-12,7.6e-16,5e-12,8,75,79,142,71,142,0.92
WP_004918017.1,NC_020125.1,Rrf2 family transcriptional regulator,1727896,1728330,+,Rrf2,PF02082.23,1.3e-25,7.6e-30,1.5e-25,2,130,3,132,2,134,0.97
WP_004918013.1,NC_020125.1,low molecular weight protein-tyrosine-phosphatase,1729040,1729486,-,LMWPc,PF01451.24,1.5e-33,8.8e-38,1.7e-33,1,140,3,137,3,139,0.93
WP_004918011.1,NC_020125.1,chromosomal replication initiator protein DnaA,1729580,1731058,-,Bac_DnaA,PF00308.21,1.5e-74,1.9e-78,1.9e-74,1,217,151,373,151,375,0.97
WP_004918011.1,NC_020125.1,chromosomal replication initiator protein DnaA,1729580,1731058,-,Bac_DnaA,PF00308.21,1.5e-74,0.44,4.3e+03,89,147,417,475,403,485,0.62
WP_004918011.1,NC_020125.1,chromosomal replication initiator protein DnaA,1729580,1731058,-,Bac_DnaA_C,PF08299.14,1.3e-28,2.9e-32,2.9e-28,3,69,403,469,401,469,0.97
WP_004918007.1,NC_020125.1,thioesterase family protein,1731192,1731599,+,4HBT,PF03061.25,1.6e-11,2.4e-15,2.4e-11,2,77,19,102,18,104,0.95
WP_004918007.1,NC_020125.1,thioesterase family protein,1731192,1731599,+,4HBT_2,PF13279.9,1.8e-11,2.1e-15,2.1e-11,1,121,10,129,10,131,0.95
WP_004918005.1,NC_020125.1,dipeptidase PepE,1731610,1732302,-,Peptidase_S51,PF03575.20,1.3e-49,7.6e-54,1.5e-49,1,204,3,205,3,207,0.97
WP_004918002.1,NC_020125.1,T9SS type B sorting domain-containing protein,1732336,1735854,-,CHU_C,PF13585.9,1.2e-21,0.3,5.8e+03,41,66,122,148,108,151,0.72
WP_004918002.1,NC_020125.1,T9SS type B sorting domain-containing protein,1732336,1735854,-,CHU_C,PF13585.9,1.2e-21,1.8e-25,3.5e-21,2,86,1082,1169,1081,1169,0.92
WP_004917997.1,NC_020125.1,amino acid permease,1735979,1737652,+,AA_permease_2,PF13520.9,9.1e-55,9.3e-59,9.1e-55,1,407,23,462,23,472,0.88
WP_004917997.1,NC_020125.1,amino acid permease,1735979,1737652,+,AA_permease_2,PF13520.9,9.1e-55,0.11,1.1e+03,324,373,484,542,462,546,0.46
WP_004917997.1,NC_020125.1,amino acid permease,1735979,1737652,+,AA_permease,PF00324.24,2.9e-38,4.3e-42,4.2e-38,1,464,27,503,27,507,0.88
WP_004917996.1,NC_020125.1,acyl-CoA thioesterase,1737700,1738086,+,4HBT,PF03061.25,7.7e-16,5.5e-20,1.1e-15,1,74,26,98,26,101,0.97
WP_015345531.1,NC_020125.1,23S rRNA pseudouridine(2604) synthase RluF,1738587,1739309,-,PseudoU_synth_2,PF00849.25,3.9e-17,1.2e-20,1.2e-16,2,159,65,191,64,192,0.91
WP_015345531.1,NC_020125.1,23S rRNA pseudouridine(2604) synthase RluF,1738587,1739309,-,S4,PF01479.28,3e-12,7.5e-15,7.4e-11,1,48,4,49,4,49,0.97
WP_015345531.1,NC_020125.1,23S rRNA pseudouridine(2604) synthase RluF,1738587,1739309,-,S4,PF01479.28,3e-12,0.0059,58,28,39,49,60,46,62,0.87
WP_014411195.1,NC_020125.1,tRNA pseudouridine(55) synthase TruB,1739878,1740576,-,TruB_N,PF01509.21,6.9e-53,9.9e-57,9.7e-53,4,149,37,184,34,184,0.95
WP_014411195.1,NC_020125.1,tRNA pseudouridine(55) synthase TruB,1739878,1740576,-,TruB_C_2,PF16198.8,3.8e-11,1e-14,1e-10,1,32,185,216,185,227,0.89
WP_004917986.1,NC_020125.1,UMP kinase,1740783,1741490,+,AA_kinase,PF00696.31,7.3e-30,4.3e-34,8.4e-30,1,241,4,213,4,213,0.93
WP_004917984.1,NC_020125.1,ribosome recycling factor,1741528,1742082,+,RRF,PF01765.22,1.9e-59,0.033,6.5e+02,103,125,2,24,1,27,0.70
WP_004917984.1,NC_020125.1,ribosome recycling factor,1741528,1742082,+,RRF,PF01765.22,1.9e-59,9.7e-64,1.9e-59,2,162,23,182,22,182,0.98
WP_004917802.1,NC_020125.1,fluoride efflux transporter CrcB,1746964,1747326,-,CRCB,PF02537.18,4.4e-25,2.6e-29,5.1e-25,2,92,6,116,5,117,0.94
WP_004917801.1,NC_020125.1,thioredoxin-disulfide reductase,1747483,1748430,-,Pyr_redox_2,PF07992.17,3.1e-43,5.5e-47,3.6e-43,2,295,8,299,7,299,0.88
WP_004917801.1,NC_020125.1,thioredoxin-disulfide reductase,1747483,1748430,-,Pyr_redox_3,PF13738.9,8.3e-21,7.6e-05,0.5,1,22,10,31,10,54,0.91
WP_004917801.1,NC_020125.1,thioredoxin-disulfide reductase,1747483,1748430,-,Pyr_redox_3,PF13738.9,8.3e-21,1.7e-22,1.1e-18,78,305,60,282,42,282,0.75
WP_004917801.1,NC_020125.1,thioredoxin-disulfide reductase,1747483,1748430,-,Pyr_redox,PF00070.30,2.1e-14,0.032,2.1e+02,3,23,10,30,8,39,0.83
WP_004917801.1,NC_020125.1,thioredoxin-disulfide reductase,1747483,1748430,-,Pyr_redox,PF00070.30,2.1e-14,8.9e-17,5.8e-13,2,74,152,220,151,228,0.92
WP_004917799.1,NC_020125.1,GH3 auxin-responsive promoter family protein,1748587,1750089,+,GH3,PF03321.16,7.6e-90,5.3e-37,1e-32,6,184,25,215,22,224,0.79
WP_004917799.1,NC_020125.1,GH3 auxin-responsive promoter family protein,1748587,1750089,+,GH3,PF03321.16,7.6e-90,1e-60,2e-56,182,531,166,489,163,490,0.87
WP_004917796.1,NC_020125.1,MFS transporter,1750112,1751344,+,MFS_3,PF05977.16,1.8e-31,2.2e-35,2.2e-31,33,399,35,409,5,410,0.86
WP_004917796.1,NC_020125.1,MFS transporter,1750112,1751344,+,MFS_1,PF07690.19,1.3e-25,1.4e-29,1.3e-25,1,346,17,361,17,367,0.86
WP_004917796.1,NC_020125.1,MFS transporter,1750112,1751344,+,MFS_1,PF07690.19,1.3e-25,0.17,1.7e+03,63,112,382,399,370,407,0.46
WP_004917791.1,NC_020125.1,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,1755109,1755582,-,SPOUT_MTase,PF02590.20,5.7e-52,3.2e-56,6.3e-52,1,154,1,155,1,155,0.96
WP_004917789.1,NC_020125.1,YihY/virulence factor BrkB family protein,1755631,1756536,+,Virul_fac_BrkB,PF03631.18,2.3e-41,1.3e-45,2.6e-41,2,256,41,294,40,296,0.87
WP_004917782.1,NC_020125.1,monovalent cation:proton antiporter-2 (CPA2) family protein,1759693,1761546,-,Na_H_Exchanger,PF00999.24,3e-58,3.9e-62,3.8e-58,2,379,11,380,8,382,0.94
WP_004917782.1,NC_020125.1,monovalent cation:proton antiporter-2 (CPA2) family protein,1759693,1761546,-,TrkA_N,PF02254.21,9.8e-23,2.6e-26,2.6e-22,1,113,413,525,413,528,0.95
WP_004917782.1,NC_020125.1,monovalent cation:proton antiporter-2 (CPA2) family protein,1759693,1761546,-,TrkA_N,PF02254.21,9.8e-23,2,2e+04,21,31,556,565,549,573,0.65
WP_004917781.1,NC_020125.1,NAD(P)H-dependent oxidoreductase,1761546,1762076,-,Flavodoxin_2,PF02525.20,2e-30,1.2e-34,2.4e-30,2,194,7,171,6,175,0.88
WP_004917778.1,NC_020125.1,sigma-70 family RNA polymerase sigma factor,1762823,1763317,-,Sigma70_r4_2,PF08281.15,1.9e-13,3.3e-17,3.2e-13,3,54,106,156,105,156,0.95
WP_004917778.1,NC_020125.1,sigma-70 family RNA polymerase sigma factor,1762823,1763317,-,Sigma70_r2,PF04542.17,3.4e-11,5.4e-15,5.3e-11,1,69,11,77,11,79,0.94
WP_015345535.1,NC_020125.1,nucleoside permease,1763436,1764695,-,Nuc_H_symport,PF03825.19,1.1e-133,1.9e-137,1.2e-133,1,399,1,409,1,410,0.97
WP_015345535.1,NC_020125.1,nucleoside permease,1763436,1764695,-,MFS_1,PF07690.19,1.6e-18,7.9e-16,5.2e-12,3,344,9,353,7,354,0.82
WP_015345535.1,NC_020125.1,nucleoside permease,1763436,1764695,-,MFS_1,PF07690.19,1.6e-18,1e-12,6.8e-09,36,179,256,412,251,418,0.80
WP_015345535.1,NC_020125.1,nucleoside permease,1763436,1764695,-,MFS_1_like,PF12832.10,5.1e-17,8.9e-21,5.8e-17,21,377,25,373,4,378,0.76
WP_015345536.1,NC_020125.1,bifunctional nuclease family protein,1764708,1765304,-,BFN_dom,PF02577.17,5.9e-34,4.6e-38,8.9e-34,1,112,23,137,23,139,0.94
WP_004917772.1,NC_020125.1,electron transfer flavoprotein subunit alpha/FixB family protein,1765378,1766322,-,ETF_alpha,PF00766.22,6.2e-32,0.57,5.6e+03,17,40,15,37,11,48,0.46
WP_004917772.1,NC_020125.1,electron transfer flavoprotein subunit alpha/FixB family protein,1765378,1766322,-,ETF_alpha,PF00766.22,6.2e-32,6.3e-36,6.2e-32,1,81,189,269,189,269,0.99
WP_004917772.1,NC_020125.1,electron transfer flavoprotein subunit alpha/FixB family protein,1765378,1766322,-,ETF,PF01012.24,1e-25,1.6e-29,1.6e-25,3,167,5,159,3,184,0.89
WP_004917769.1,NC_020125.1,electron transfer flavoprotein subunit beta/FixA family protein,1766365,1767111,-,ETF,PF01012.24,1.5e-35,9.5e-40,1.9e-35,4,180,26,206,23,208,0.95
WP_004917767.1,NC_020125.1,SDR family oxidoreductase,1767208,1767927,-,adh_short,PF00106.28,1.7e-51,2.9e-55,1.9e-51,1,193,9,200,9,202,0.98
WP_004917767.1,NC_020125.1,SDR family oxidoreductase,1767208,1767927,-,adh_short_C2,PF13561.9,2.8e-35,5.6e-39,3.6e-35,3,178,17,193,15,215,0.92
WP_004917767.1,NC_020125.1,SDR family oxidoreductase,1767208,1767927,-,KR,PF08659.13,5.9e-14,1.2e-17,7.6e-14,5,151,13,158,10,176,0.91
WP_004917766.1,NC_020125.1,DUF3822 family protein,1768062,1768778,+,DUF3822,PF12864.10,4.8e-20,2.8e-24,5.5e-20,13,241,3,223,1,223,0.92
WP_004917764.1,NC_020125.1,RsmD family RNA methyltransferase,1768804,1769364,+,Cons_hypoth95,PF03602.18,5.8e-37,3.4e-41,6.6e-37,2,181,3,181,2,182,0.93
WP_004917762.1,NC_020125.1,3-deoxy-8-phosphooctulonate synthase,1769513,1770322,+,DAHP_synth_1,PF00793.23,1.5e-60,8.5e-65,1.7e-60,11,271,8,266,2,269,0.95
WP_004917760.1,NC_020125.1,excinuclease ABC subunit UvrA,1772585,1775350,-,ABC_tran,PF00005.30,8.8e-22,8.5e-06,0.055,1,28,17,44,17,107,0.94
WP_004917760.1,NC_020125.1,excinuclease ABC subunit UvrA,1772585,1775350,-,ABC_tran,PF00005.30,8.8e-22,2.6e-06,0.017,91,136,454,498,394,499,0.74
WP_004917760.1,NC_020125.1,excinuclease ABC subunit UvrA,1772585,1775350,-,ABC_tran,PF00005.30,8.8e-22,2.6e-14,1.7e-10,1,136,602,841,602,842,0.82
WP_004917760.1,NC_020125.1,excinuclease ABC subunit UvrA,1772585,1775350,-,UvrA_inter,PF17760.4,2.2e-15,8.9e-19,5.8e-15,3,106,135,240,132,243,0.87
WP_004917760.1,NC_020125.1,excinuclease ABC subunit UvrA,1772585,1775350,-,SMC_N,PF02463.22,1.9e-12,0.00038,2.5,3,46,10,49,8,66,0.72
WP_004917760.1,NC_020125.1,excinuclease ABC subunit UvrA,1772585,1775350,-,SMC_N,PF02463.22,1.9e-12,2.2e-07,0.0014,135,211,204,542,87,548,0.80
WP_004917760.1,NC_020125.1,excinuclease ABC subunit UvrA,1772585,1775350,-,SMC_N,PF02463.22,1.9e-12,0.001,6.5,10,42,602,630,592,638,0.76
WP_004917760.1,NC_020125.1,excinuclease ABC subunit UvrA,1772585,1775350,-,SMC_N,PF02463.22,1.9e-12,1.7e-05,0.11,135,211,778,885,677,892,0.74
WP_004917757.1,NC_020125.1,phosphoethanolamine--lipid A transferase EptA,1775398,1776921,-,EptA_B_N,PF08019.15,4.6e-39,0.05,4.9e+02,71,114,19,62,6,66,0.52
